,id,summary,risk,category,variance
3967,54528,05.04.44 J0133863  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 338 86.3% INUSE SYSJOB,2,7,-0.66222824
3968,54529,05.04.44 J0133863  +DBA:BANCS BIG PARTITION TS FOUND!TSINCT PART 343 87.0% INUSE SYSJOB,2,7,-0.614231797
3972,54533,05.04.11 J0134165  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.545856972
3973,54534,05.04.11 J0134165  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.531393132
3974,54535,05.04.11 J0134165  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.55788986
3984,54545,21.15.36 J0197703  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.648075204
3986,54547,21.14.25 J0197703  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.2% INUSE SYSJOB,2,1,-0.566161542
3989,54550,21.04.10 J0197647  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.543515061
3991,54552,21.04.10 J0197647  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.531552091
4023,54584,05.05.25 J0032641  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 28 DATASETS(MAX 32) SYSJOB,2,4,-0.662620688
4024,54585,05.05.24 J0032641  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.627613411
4027,54588,05.04.12 J0032735  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.55715132
4028,54589,05.04.12 J0032735  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.569242428
4029,54590,05.03.55 J0032641  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.2% INUSE SYSJOB,2,1,-0.602550692
4034,54595,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12F35 TotalDSNs:10188 (TotalDSNs > 10000),2,9,-0.667057164
4035,54596,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12678 TotalDSNs:10204 (TotalDSNs > 10000),2,9,-0.664144751
4036,54597,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12778 TotalDSNs:10227 (TotalDSNs > 10000),2,9,-0.662811143
4037,54598,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12F37 TotalDSNs:10067 (TotalDSNs > 10000),2,9,-0.660329289
4038,54599,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12092 TotalDSNs:10269 (TotalDSNs > 10000) TotalDSNs:10002 (TotalDSNs > 10000),2,9,-0.643968759
4039,54600,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12779 TotalDSNs:10213 (TotalDSNs > 10000),2,9,-0.664786467
4042,54603,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12E37 TotalDSNs:10136 (TotalDSNs > 10000),2,9,-0.656262783
4043,54604,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12190 TotalDSNs:10211 (TotalDSNs > 10000),2,9,-0.665858106
4044,54605,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P1277A TotalDSNs:10282 (TotalDSNs > 10000),2,9,-0.667049581
4046,54607,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12192 TotalDSNs:10272 (TotalDSNs > 10000),2,9,-0.661026948
4047,54608,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12191 TotalDSNs:10032 (TotalDSNs > 10000),2,9,-0.656679192
4048,54609,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12779 TotalDSNs:10129 (TotalDSNs > 10000),2,9,-0.665872177
4049,54610,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12E37 TotalDSNs:10057 (TotalDSNs > 10000),2,9,-0.658560139
4051,54612,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12291 TotalDSNs:10167 (TotalDSNs > 10000),2,9,-0.662540774
4052,54613,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12778 TotalDSNs:10141 (TotalDSNs > 10000),2,9,-0.66415792
4053,54614,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: PP2D37 TotalDSNs:10061 (TotalDSNs > 10000),2,9,-0.66250982
4055,54616,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: PP2D37 TotalDSNs:10157 (TotalDSNs > 10000),2,9,-0.660918661
4056,54617,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12291 TotalDSNs:10257 (TotalDSNs > 10000),2,9,-0.660952352
4057,54618,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12E36 TotalDSNs:10217 (TotalDSNs > 10000),2,9,-0.664786237
4058,54619,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12E36 TotalDSNs:10133 (TotalDSNs > 10000),2,9,-0.660443738
4059,54620,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12091 TotalDSNs:10263 (TotalDSNs > 10000),2,9,-0.667056253
4060,54621,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12F37 TotalDSNs:10126 (TotalDSNs > 10000),2,9,-0.658427611
4061,54622,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12290 TotalDSNs:10012 (TotalDSNs > 10000),2,9,-0.664798636
4062,54623,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: PP2D35 TotalDSNs:10241 (TotalDSNs > 10000) TotalDSNs:10299 (TotalDSNs > 10000),2,9,-0.659418135
4063,54624,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12191 TotalDSNs:10118 (TotalDSNs > 10000),2,9,-0.658355157
4064,54625,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P1267A TotalDSNs:10076 (TotalDSNs > 10000),2,9,-0.6652139
4065,54626,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12190 TotalDSNs:10317 (TotalDSNs > 10000),2,9,-0.664771162
4066,54627,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12090 TotalDSNs:10092 (TotalDSNs > 10000),2,9,-0.667047357
4068,54629,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12192 TotalDSNs:10360 (TotalDSNs > 10000),2,9,-0.659214813
4069,54630,07.05.04 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12092 TotalDSNs:10346 (TotalDSNs > 10000) TotalDSNs:10066 (TotalDSNs > 10000),2,9,-0.658898595
4089,54650,21.14.55 J0100455  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.655993459
4091,54652,21.13.41 J0100455  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.4% INUSE SYSJOB,2,1,-0.604856472
4093,54654,21.04.11 J0100336  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.534751136
4096,54657,21.04.11 J0100336  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.522690453
4113,54674,05.07.04 J0135801  +DBA:BANCS BIG SEGMENT TS FOUND!TSGPIS HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.62831261
4114,54675,05.07.04 J0135801  +DBA:BANCS BIG SEGMENT TS FOUND!TSLMVU HAS 21 DATASETS(MAX 32) SYSJOB,2,4,-0.582580392
4115,54676,05.07.04 J0135801  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 29 DATASETS(MAX 32) SYSJOB,2,4,-0.637104575
4116,54677,05.05.26 J0135801  +DBA:BANCS BIG PARTITION TS FOUND!TSGECT PART 98 70.4% INUSE SYSJOB,2,1,-0.607461956
4117,54678,05.04.11 J0135877  +DBA:EISS BIG SEGMENT TS FOUND!CGEN245P HAS 24 DATASETS(MAX 32) SYSJOB,2,4,-0.539151042
4119,54680,05.04.11 J0135877  +DBA:EISS BIG SEGMENT TS FOUND!CGEN048P HAS 20 DATASETS(MAX 32) SYSJOB,2,4,-0.551239001
4120,54681,05.04.11 J0135877  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,2,4,-0.524535221
4123,54684,07.05.04 CP2D S0007542  BSVOLDSNSS0 SEV=WAR CP2D Volser: P12192 TotalDSNs:10086 (TotalDSNs > 10000),2,9,-0.655417453
4124,54685,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: PP2D37 TotalDSNs:10095 (TotalDSNs > 10000),2,9,-0.662667275
4125,54686,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12678 TotalDSNs:10041 (TotalDSNs > 10000),2,9,-0.664533071
4126,54687,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12779 TotalDSNs:10101 (TotalDSNs > 10000),2,9,-0.666509231
4128,54689,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12190 TotalDSNs:10086 (TotalDSNs > 10000),2,9,-0.660184056
4129,54690,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12E37 TotalDSNs:10065 (TotalDSNs > 10000),2,9,-0.664444521
4131,54692,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12192 TotalDSNs:10222 (TotalDSNs > 10000),2,9,-0.654546188
4132,54693,07.05.00 S0093383  BSVOLDSNSS0 SEV=WAR CP1D Volser: P12E36 TotalDSNs:10017 (TotalDSNs > 10000),2,9,-0.666509001
10,50571,21.04.11 CP1F J0122933  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.495482064
11,50572,21.04.11 CP1F J0122933  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.478510306
12,50573,21.04.11 CP1F J0122933  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.478412381
52,50613,05.04.12 CP1D J0158099  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.475048763
53,50614,05.04.12 CP1D J0158099  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.520455094
54,50615,05.04.12 CP1D J0158099  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.503868663
72,50633,21.04.11 CP1D J0013880  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.475607856
73,50634,21.04.11 CP1D J0013880  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.475804221
75,50636,21.04.11 CP1D J0013880  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.492773584
104,50665,05.04.11 CP1F J0049258  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.49529674
107,50668,05.04.11 CP1F J0049258  +DBA:EISS BIG SEGMENT TS FOUND!CGEN263P HAS 22 DATASETS(MAX 32) SYSJOB,1,4,-0.511927761
109,50670,05.04.11 CP1F J0049258  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.466597968
141,50702,21.04.10 CP1D J0116327  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.50648174
143,50704,21.04.10 CP1D J0116327  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.507998291
184,50745,05.04.11 CP1D J0151575  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.515374773
185,50746,05.04.11 CP1D J0151575  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.487303262
208,50769,21.04.10 CP1F J0165994  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.509064585
211,50772,21.04.10 CP1F J0165994  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.510667199
313,50874,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.507998291
314,50875,21.04.10 CP1D J0013665  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.50648174
336,50897,05.04.12 CP1D J0048058  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.498489342
355,50916,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.516630531
357,50918,21.04.10 CP1E J0089702  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.518482084
385,50946,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.518074265
387,50948,05.04.11 CP1F J0124265  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490023998
405,50966,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.520746479
407,50968,21.04.12 CP1E J0169198  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.519166283
444,51005,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.515374773
445,51006,05.04.11 CP1D J0004670  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.487303262
461,51022,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.507998291
463,51024,21.04.10 CP1D J0056803  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.50648174
487,51048,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1D (RouteStatus <> ACTIVE),1,5,-0.476580775
488,51049,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1C (RouteStatus <> ACTIVE),1,5,-0.470565733
489,51050,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.5/32 System:CP1E (RouteStatus <> ACTIVE),1,5,-0.466433279
490,51051,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.3/32 System:CP1C (RouteStatus <> ACTIVE),1,5,-0.470565733
491,51052,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1A (RouteStatus <> ACTIVE),1,5,-0.482352613
492,51053,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.6/32 System:CP1F (RouteStatus <> ACTIVE),1,5,-0.478644022
493,51054,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1B (RouteStatus <> ACTIVE) DestinationIPAddr:11.3.1.2/32 System:CP1B (RouteStatus <> ACTIVE),1,5,-0.43510734
494,51055,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.4/32 System:CP1D (RouteStatus <> ACTIVE),1,5,-0.476580775
495,51056,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1E (RouteStatus <> ACTIVE),1,5,-0.466433279
496,51057,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.8/32 System:CP1F (RouteStatus <> ACTIVE),1,5,-0.478644022
497,51058,03.58.12 CP1A S0129909  BNROUTACTS0 SEV=CRI TCPIP DestinationIPAddr:11.3.1.1/32 System:CP1A (RouteStatus <> ACTIVE),1,5,-0.482352613
555,51116,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN246P HAS 21 DATASETS(MAX 32) SYSJOB,1,4,-0.490023998
556,51117,05.04.11 CP1F J0090993  +DBA:EISS BIG SEGMENT TS FOUND!CGEN050P HAS 20 DATASETS(MAX 32) SYSJOB,1,4,-0.518074265
598,51159,"19.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.461125684
599,51160,"19.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.516697524
600,51161,"19.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.518689507
601,51162,"19.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.511120911
602,51163,"19.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.51216308
603,51164,"19.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.50855264
604,51165,"19.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.497618458
606,51167,"19.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.473609396
607,51168,"19.53.34 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.494649378
612,51173,"19.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.520763555
613,51174,"19.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.510086031
615,51176,"19.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.475072887
616,51177,"19.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.519507788
617,51178,"19.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.521475011
618,51179,"19.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.514940999
619,51180,"19.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.515984771
620,51181,"19.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.512367713
621,51182,"19.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.501403255
623,51184,"19.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.512746915
624,51185,"19.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.519488036
625,51186,"19.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.521457988
626,51187,"19.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.518318441
627,51188,"19.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.519337159
628,51189,"19.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.515797939
629,51190,"19.42.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.504970717
631,51192,"19.39.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.48123504
632,51193,"19.38.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.515385417
633,51194,"19.38.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.51739046
634,51195,"19.37.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.513374603
635,51196,"19.37.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.514397852
636,51197,"19.37.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.510846305
637,51198,"19.37.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.500017305
639,51200,"19.34.55 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.470511523
644,51205,"19.34.42 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.520217194
645,51206,"19.34.42 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.481696895
648,51209,"19.33.30 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.484312448
649,51210,"19.33.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.515863421
650,51211,"19.33.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.517859681
651,51212,"19.32.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.494541128
652,51213,"19.32.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.495721762
653,51214,"19.32.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.491680803
654,51215,"19.32.07 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.44753831
655,51216,"19.32.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.479985032
656,51217,"19.31.33 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.494275054
658,51219,"20.59.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.453443542
659,51220,"20.58.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.50997169
660,51221,"20.58.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.512083178
661,51222,"20.57.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.504215804
662,51223,"20.57.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.505344215
663,51224,"20.57.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.501464139
664,51225,"20.57.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.49003581
666,51227,"20.54.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.466336315
667,51228,"20.53.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.518727201
668,51229,"20.53.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.520760352
669,51230,"20.52.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.516714924
670,51231,"20.52.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.517787299
671,51232,"20.52.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.514079109
672,51233,"20.52.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.502928276
674,51235,"20.49.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.467860206
675,51236,"20.48.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.470667356
676,51237,"20.48.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.512918292
677,51238,"20.48.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.515002774
678,51239,"20.47.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.508024797
679,51240,"20.47.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.509155575
680,51241,"20.47.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.50526646
681,51242,"20.47.00 CP1F S0195834  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1FA)",1,0,-0.49380314
683,51244,"20.44.44 CPKB STC07313  GEO101E Mirroring status is not OK, FREEZE Disabled (CPKBA)",1,0,-0.507378053
684,51245,"20.43.16 CP1A S0195831  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1AA)",1,0,-0.512884389
685,51246,"20.43.00 CP1B S0195832  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1BA)",1,0,-0.514971891
686,51247,"20.42.45 CP1D S0195833  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1DA)",1,0,-0.511592991
687,51248,"20.42.30 CP1E S0195835  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1EA)",1,0,-0.512696254
688,51249,"20.42.15 CP1C S0195836  GEO101E Mirroring status is not OK, FREEZE Disabled (CP1CA)",1,0,-0.508892577
