,id,summary,risk
476,51037,02.51.55 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1023564 (CurrentDepth >= 1000000),34.66095656
301,50862,13.53.24 CP1E S0129913  BQCARQDEPS0 SEV=WAR MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 4041 (CurrentDepth >= 2000),34.37310809
1270,51831,"02.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",34.09000123
1474,52035,03.19.31 S0093003  BQCARQDEPS0 SEV=CRI MQ4A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 10972 (CurrentDepth >= 5000),33.81151977
2569,53130,07.34.47 S0093003  BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:28264 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,33.53755128
1449,52010,03.24.28 S0093003  BQCARQDEPS0 SEV=CRI MQ3A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 5602 (CurrentDepth >= 5000),33.26798694
996,51557,"01.57.47 CP1E S0130257  +DFHDB2025I CIP1FA31                            C 12/09/2018 01:57:47 CIP1FA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C -  CKAM, TERMID ????, USERID CIRUFA  , TASKNO 000057",33.00272139
901,51462,"00.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",32.74165262
511,51072,04.58.14 CP1A S0195831  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKB ) (CP1AA),32.48468181
1821,52382,12.32.47 S0093536  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF003402 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP41APPL.D55C7BA674CD = 97075 -           AUTHID,32.23171323
995,51556,"01.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",31.9826541
576,51137,07.40.45 CP3D S0050594  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CP3DA),31.73741449
4134,54695,07.02.58 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: APPISN.MI.WBIFN.SENDQ CURRENT DEPTH:2942 (CurrentDepth >= 2000),31.49590721
2821,53382,02.37.20 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: GUPP.SWIFTI.SEND.RECVQ CURRENT DEPTH:2041 (CurrentDepth >= 2000),31.25804768
478,51039,03.59.14 CPKC STC07526  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CPKCA),31.0237539
2335,52896,02.36.04 S0093003  BQAPPQDEPS0 SEV=WAR QWP2 NamedQueue: GUPP.SWIFTI.SEND.RECVQ CURRENT DEPTH:2001 (CurrentDepth >= 2000),30.79294627
2414,52975,07.34.56 S0093003  BQBANCBGLS0 SEV=WAR QP31 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:51335 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,30.56554755
2574,53135,"11.35.55 S0092559  BCMAXTASKS0 SEV=WAR CIP1KT12 TargetName: CIP1KT12 MaxTask: 90.000000        ,CICS交易并发数>85%",30.3414828
2795,53356,"17.39.48 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 17:39:48.",30.1206792
541,51102,05.59.14 CPKC STC07526  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKCA),29.90306609
2572,53133,"10.24.09 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 10:24:09.",29.68857481
60,50621,12.53.14 CP1F S0129637  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000602 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP81APPL.D54D68D57451 = 23762 -           PL,29.47713866
559,51120,06.55.30 CP3C S0050593  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CP3CA),29.26869282
2837,53398,"20.29.31 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 20:29:31. -  BUFFER POOLS",29.06317431
329,50890,05.06.27 CP1F J0048006  +DBA:BANCS BIG SEGMENT TS FOUND!TSSPYO HAS 25 DATASETS(MAX 32) SYSJOB Volume FD3001 (/tapelibPRODHSH/DD1_POOL02_FS1/FD3001) already scratched,28.86052189
430,50991,03.05.12 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1077959 (CurrentDepth >= 1000000),28.66067602
113,50674,"07.40.21 CP3D S0059824 *DSNB325A  -DP2Y DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP28 -  COMPLETE VOLUME LIST, - DSN=BACKUPP3.IE.TSBGDF.P00024.CA181129.H233957,VOLS=G61577, - TOTALBLOCKS=1",28.46357879
299,50860,12.30.12 CP1C S0129621  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP51APPL.D55127EEA289 = 833 -           PL,28.2691739
508,51069,04.59.14 CPKC STC07526  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKCA),28.07740654
1190,51751,01.29.38 CP1C S0130129  +DFHDB2025I CIP1KA16 The CICS-DB2 attachment has disconnected from DB2 subsystem DP51,27.88822341
1389,51950,03.48.31 J0097989 *IEF099I JOB G01SCR10 WAITING FOR DATA SETS Device 0E56 signaled end of volume to host on Write Tapemark,27.70157261
394,50955,10.39.43 CP1D S0129624  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF003302 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP21APPL.D5539528D162 = 17668 -           PL,27.51740364
1993,52554,20.18.15 CP3D S0050594  GEO114W SOME LINKS NOT ACTIVE (CP3DA),27.33566733
575,51136,07.40.57 CPKA STC07670  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKAA),27.1563158
2598,53159,"00.35.53          *IXC585E STRUCTURE DSNDP01_GBP32 IN COUPLING FACILITY * BCC1C1, *PHYSICAL STRUCTURE VERSION D53F053D E3581281, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *    ENTRIES:      3781231     5652415",26.9793024
2724,53285,"12.07.48 S0093398  _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:07:48.",26.80458171
2755,53316,04.42.43 J0040224 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FG2839 (/tapelibPRODHSH/DD1_POOL02_FS4/FG2839) already scratched,26.63210948
2733,53294,"18.07.35 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 18:07:35.",26.46184259
2512,53073,"09.27.05 S0093532  _EYUPN0005W CIP1MM41 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT42, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 09:27:05.",26.29373899
1473,52034,03.19.31 S0093003  BQCARQDEPS0 SEV=WAR MQ4A NamedQueue: PRM.MER.PIPGETQ CURRENT DEPTH: 4646 (CurrentDepth >= 2000),26.12775773
2573,53134,"11.52.55 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 11:52:55.",25.96385886
2887,53448,"12.39.46 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:39:46.",25.80200344
2888,53449,"12.39.46 S0093009  _EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:39:46.",25.80200344
2021,52582,23.37.40 S0093304  GEO114W SOME LINKS NOT ACTIVE (CP1BA),25.48427197
2909,53470,23.56.48 S0093011  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP71APPL.D56D6C935022 = 174366 -           PLAN,25.32832274
3994,54555,23.11.44 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP61APPL.D56FE7F99BD5 = 2638 -           PLAN NAM,25.17427055
3979,54540,12.20.12 S0093536  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200028 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP41APPL.D56F54A9F358 = 23340 -           PLAN,25.02208097
2017,52578,22.18.15 CP3D S0050594  GEO114W SOME LINKS NOT ACTIVE (CP3DA),24.87172045
1690,52251,03.04.39 S0093003  BQCARQDEPS0 SEV=WAR MQ3A NamedQueue: PRM.CRE.PIPINQ CURRENT DEPTH: 3193 (CurrentDepth >= 2000),24.7231562
1997,52558,21.37.40 S0093304  GEO114W SOME LINKS NOT ACTIVE (CP1BA),24.57635623
876,51437,11.06.49 CP1F S0129634  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000102 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP41APPL.D558A2C68DCF = 131274 -           P,24.43128929
4137,54698,12.25.43 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200008 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D571D86FB926 = 77044 -           PLAN,24.28792487
1194,51755,01.28.38 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),24.14623318
2417,52978,12.58.11 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF006302 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D5640C294033 = 32951 -           PLAN NA,24.00618512
2451,53012,03.28.07 J0037758 *IEF099I JOB G01S506B WAITING FOR DATA SETS Volume FE2997 (/tapelibPRODHSH/DD1_POOL02_FS13/FE2997) already scratched,23.86775224
539,51100,05.59.17 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),23.73090677
819,51380,10.33.10 CP1F S0129637  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF003302 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP81APPL.D55758960746 = 130416 -           P,23.59562156
2630,53191,06.47.02 CP2A S0007539  BZTJOBMONS0 SEV=WAR CP2A Jobname: BKDBQ8 I/O=0 HAS LASTED 20 MINS.,23.46187007
2631,53192,06.47.02 CP2A S0007539  BZTJOBMONS0 SEV=WAR CP2A Jobname: BKDBQ19 I/O=0 HAS LASTED 20 MINS.,23.46187007
2889,53450,14.49.26 CP3A S0048551  BZMVJLOOPS0 SEV=WAR CP3B Jobname: BBWEB CURRENT DELAY CPU: 100.00 (%Use+Dly >= 90),23.19886511
1284,51845,02.55.52 CP1F S0130271  +DFHDB2025I CIP1FT41                            C 12/09/2018 02:55:52 CIP1FT41 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,23.0695615
1989,52550,19.37.40 S0093304  GEO114W SOME LINKS NOT ACTIVE (CP1BA),22.9416913
395,50956,12.25.50 CP1F S0129637  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200008 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D553ABA9AF44 = 29601 -,22.81523081
1279,51840,02.56.35 CP1F S0130263  +DFHDB2025I CIP1FA42                            C 12/09/2018 02:56:35 CIP1FA42 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,22.69015684
1278,51839,02.56.35 CP1F S0130264  +DFHDB2025I CIP1FA41                            C 12/09/2018 02:56:35 CIP1FA41 The CICS-DB2 attachment has disconnected from DB2 subsystem DP4C group DP0C,22.56644671
542,51103,05.58.16 CP1A S0195831  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1AA),22.44407824
1277,51838,02.56.44 CP1D S0130143  +DFHDB2025I CIP1KA24 The CICS-DB2 attachment has disconnected from DB2 subsystem DP61,22.32302972
1840,52401,"00.40.02 CP2D S0007543 *IOS003A 24AB,INTERVENTION REQUIRED",22.20327991
2019,52580,23.56.44 CPKC STC07526  GEO114W SOME LINKS NOT ACTIVE (CPKCA),22.08480801
2360,52921,12.28.17 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D562C20ED8A1 = 69497 -           PLAN,21.96759369
3977,54538,09.40.28 S0093402  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000602 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP21APPL.D56F315908D2 = 174759 -           PLAN N,21.85161701
510,51071,04.58.16 CP1A S0195831  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1AA),21.7368585
1843,52404,"00.40.01 CP2D S0007543 *IOS003A 1E14,INTERVENTION REQUIRED",21.62329904
1995,52556,21.56.44 CPKC STC07526  GEO114W SOME LINKS NOT ACTIVE (CPKCA),21.51091995
297,50858,11.32.12 CP1F S0129634  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF003502 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP41APPL.D5511CA4C852 = 149547 -           P,21.39970292
76,50637,"22.01.29 CP1D S0177924  _EYUPN0005W CIP1MM21 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT22, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 22:01:29.",21.28963001
563,51124,06.09.24 CP2A S0044181  BZTJOBMONS0 SEV=WAR CP2C Jobname: BKDC64A1 I/O=0 HAS LASTED 20 MINS.,21.18068367
114,50675,"07.40.20 CP3B          *IXC585E STRUCTURE DSNDP0Y_GBP28 IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D53F68F3 95C3B8D4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       TOT",21.07284668
96,50657,"04.44.36 CP3B          *IXC585E STRUCTURE DSNDP0Z_GBP28 IN COUPLING * FACILITY BCC1C5, *PHYSICAL STRUCTURE VERSION D53F0738 E5CC22A5, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       TOT",20.96610218
997,51558,01.57.48 CP1E S0130258  +DFHDB2025I CIP1FA32                            C 12/09/2018 01:57:48 CIP1FA32 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,20.86043367
1842,52403,"*00.40.01 CP2D S0007543 *IOS003A 1E13,INTERVENTION REQUIRED",20.75582495
1845,52406,"00.40.01 CP2D S0007543 *IOS003A 1E13,INTERVENTION REQUIRED",20.75582495
998,51559,01.57.05 CP1E S0130268  +DFHDB2025I CIP1FT31                            C 12/09/2018 01:57:05 CIP1FT31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,20.54972373
23,50584,"00.40.02 CP2D S0065864 *IOS003A 1E14,INTERVENTION REQUIRED",20.44820044
1841,52402,"00.40.02 CP2D S0007543 *IOS003A 24AA,INTERVENTION REQUIRED",20.34767536
1844,52405,"*00.40.02 CP2D S0007543 *IOS003A 24AA,INTERVENTION REQUIRED",20.34767536
1987,52548,19.56.44 CPKC STC07526  GEO114W SOME LINKS NOT ACTIVE (CPKCA),20.14956145
2473,53034,12.41.54 S0093536  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP41APPL.D56548986150 = 56278 -           PLAN,20.05194418
2605,53166,01.28.06 S0093537  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160003 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D56878D5CCBF = 142262 -           PLAN,19.95526819
229,50790,00.22.48 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),19.85951993
121,50682,12.27.10 CP1F S0129637  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D54EA4273094 = 8949 -           P,19.76468611
993,51554,01.58.06 CP1E S0130116  +DFHDB2025I CIP1KA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP31 been closed.,19.67075369
1699,52260,05.48.25 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 9 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D55997D42835 = 4001 -           PLAN NAM,19.57770989
21,50582,"00.40.02 CP2D S0065864 *IOS003A 1E13,INTERVENTION REQUIRED",19.48554214
150,50711,00.44.43 CP1D S0129625  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160028 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D54F4A7C0CFD = 127442 -,19.39423814
470,51031,"*00.40.01 CP2D S0065864 *IOS003A 1E14,INTERVENTION REQUIRED",19.30378581
1980,52541,09.25.52 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000202 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D5601750A09E = 107118 -           PLAN N,19.21417327
4076,54637,12.24.11 S0093537  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200035 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D57096822B42 = 85431 -           PLAN,19.1253889
1719,52280,07.36.40 S0116360  DNFO1709E 2018-12-08 23:36:40 BOCOU01 DNF_O_FT   MSIF transfer service determined that the session for SnF queue \bkchcnbj_generic\ - is no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,19.03742125
20,50581,"00.40.03 CP2D S0065864 *IOS003A 24AB,INTERVENTION REQUIRED",18.95025912
467,51028,"00.40.03 CP2D S0065864 *IOS003A 24AB,INTERVENTION REQUIRED",18.95025912
2515,53076,"12.11.58 S0093009  +EYUPN0005W CIP1MM31 Notify created for SAM, Context=CPLEXBBS, Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:11:58. -  Context=CPLEXBBS, -  Target=CIP1KT32, Sev=HS, Event=!!SAMMAX, Text=MAXTASK at 12:11:58.",18.77830754
469,51030,"00.40.01 CP2D S0065864 *IOS003A 1E13,INTERVENTION REQUIRED",18.69349666
1281,51842,02.56.20 CP1D S0130259  +DFHDB2025I CIP1FA21                            C 12/09/2018 02:56:20 CIP1FA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,18.60944842
595,51156,17.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),18.52615258
468,51029,"00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",18.44359908
471,51032,"*00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",18.44359908
513,51074,04.56.58 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),18.28067976
1282,51843,02.56.21 CP1D S0130260  +DFHDB2025I CIP1FA22                            C 12/09/2018 02:56:21 CIP1FA22 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,18.2002947
588,51149,13.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),18.1206135
591,51152,15.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),18.04162695
38,50599,"04.23.11 CP3B          *IXC585E STRUCTURE DSNDP0Z_GBP32K1 IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D53F0745 F43E8594, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 90%: *   SPACE USAGE     IN-USE       T",17.963326
1718,52279,04.33.32 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = DELMWH01 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D5598AE63B31 = 2956 -           PLAN NAM,17.88570177
162,50723,01.01.42 CP1E S0129632  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP71APPL.D54F436D8940 = 114343 -,17.80874552
573,51134,07.41.26 CP3D          *IXL158I PATH BB IS NOW NOT-OPERATIONAL TO CUID: * FFEF *                  COUPLING FACILITY 002964.IBM.84.0000000AAAA5 *                                    PARTITION: 05  CPCID: 00,17.73244867
787,51348,00.43.28 CP1C S0129621  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160004 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP51APPL.D556D5BF1AD3 = 15738 -,17.65680277
193,50754,12.48.31 CP1F S0129637  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200035 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D54FEBA0132C = 169870 -,17.58179955
1846,52407,01.35.35 S0092569  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP51APPL.D55D25654EF8 = 115576 -           PLAN,17.50743082
1191,51752,01.28.58 CP1C S0130261  +DFHDB2025I CIP1FA11                            C 12/09/2018 01:28:58 CIP1FA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C connections to be closed. Number of active connections = 112.,17.43368859
3945,54506,00.48.48 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160006 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP31APPL.D56EBAAE66C6 = 7094 -           PLAN N,17.36056497
580,51141,09.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),17.2880522
558,51119,06.58.00 CP1B S0195832  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1BA) 04:50:41 (CP1BA),17.21614266
2640,53201,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
2663,53224,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
3048,53609,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
3052,53613,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
3903,54464,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
3940,54501,端到端:ERROR OVERSEA streamsjob healthy not good!,17.14482886
3995,54556,00.43.46 S0093402  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP21APPL.D56FFB0B4039 = 113860 -           PLAN,16.72905201
19,50580,"00.40.03 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",16.66170854
22,50583,"*00.40.03 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",16.66170854
449,51010,12.30.55 CP1E S0129628  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP31APPL.D554ED8DFCEF = 140377 -,16.52863519
1903,52464,00.16.40 S0093402  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP21APPL.D55E57696A2A = 127419 -           PLAN,16.46289247
1932,52493,11.27.02 S0092569  DSNR035I  -DP51 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000902 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP51APPL.D55EEFD984D1 = 158051 -           PLAN N,16.39767065
570,51131,07.41.35 CP3D          *IXL158I PATH 92 IS NOW NOT-OPERATIONAL TO CUID: * FFC9 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 05  CPCID: 00,16.33296358
1546,52107,"03.14.19 S0092559  BCCONNECTS0 SEV=CRI CIP1AT41 CID: B441 NET: CIP1KT43 STAT: RELEASED        ,CICS连接中断",16.26876519
2642,53203,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
2664,53225,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
3049,53610,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
3054,53615,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
3905,54466,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
3941,54502,端到端:ERROR OVERSEA streamsjob status not running!,16.2050695
565,51126,07.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),15.833129
1557,52118,"03.11.21 S0092559  BCCONNECTS0 SEV=CRI CIP1AT21 CID: B221 NET: CIP1KT23 STAT: RELEASED        ,CICS连接中断",15.77279252
